Designer,Name,Link,Photo,Category,Price,Projects,Hearts
Ysolda Teague,Chickadee,http://www.ravelry.com/patterns/library/chickadee,http://farm6.static.flickr.com/5187/5680613625_173a1797d8_m.jpg,Sweater,$5.00,254,1832
Ysolda Teague,Arisaig,http://www.ravelry.com/patterns/library/arisaig,http://farm1.static.flickr.com/146/337607474_d3b86eb267_m.jpg,Sweater,Free,209,2586
Ysolda Teague,Lauriel,http://www.ravelry.com/patterns/library/lauriel,http://farm6.static.flickr.com/5110/5680594501_d2341f8714_m.jpg,Sweater,$5.00,209,1768
Ysolda Teague,Laika,http://www.ravelry.com/patterns/library/laika,http://farm6.static.flickr.com/5061/5680516881_3a87f0f58c_m.jpg,Sweater,$5.00,208,1322
Ysolda Teague,Angostura,http://www.ravelry.com/patterns/library/angostura,http://farm6.static.flickr.com/5146/5681208198_aa4f6d527c_m.jpg,Vest,$5.00,203,1504
Ysolda Teague,Not-so-tiny slippers,http://www.ravelry.com/patterns/library/not-so-tiny-slippers,http://farm8.static.flickr.com/7011/6689829603_96608556e8_m.jpg,Feet / Legs,$3.75,164,1084
Ysolda Teague,Emily Capelet,http://www.ravelry.com/patterns/library/emily-capelet,http://farm8.static.flickr.com/7277/7703499336_f783b69a3c_m.jpg,Neck / Torso,$3.75,160,1199
Ysolda Teague,Lee,http://www.ravelry.com/patterns/library/lee-3,http://images4-b.ravelrycache.com/uploads/ysolda/52264487/lee_small.jpg,Hat,Free,141,2532
Ysolda Teague,Briar Rose Bolero,http://www.ravelry.com/patterns/library/briar-rose-bolero,http://farm2.static.flickr.com/1373/684061761_9f58a04b2b_m.jpg,Shrug / Bolero,$5.00,136,1929
Ysolda Teague,Ariel Scarf,http://www.ravelry.com/patterns/library/ariel-scarf,http://farm1.static.flickr.com/132/416527154_764c132b70_m.jpg,Neck / Torso,Free,130,1264
Ysolda Teague,BFF Cowl,http://www.ravelry.com/patterns/library/bff-cowl,http://images4.ravelrycache.com/uploads/tinyowlknits/121027995/bffBEAUTY-1_small_best_fit.jpg,Neck / Torso,Free,730,3135
Ysolda Teague,Last Minute Stockings,http://www.ravelry.com/patterns/library/last-minute-stockings,http://farm4.static.flickr.com/3142/3061639224_4aca606608_m.jpg,Decorative,$3.75,123,583
Ysolda Teague,Barley Sugar,http://www.ravelry.com/patterns/library/barley-sugar-2,http://farm8.static.flickr.com/7155/6689902273_bf334a9812_m.jpg,Neck / Torso,$3.75,119,947
Ysolda Teague,Melia,http://www.ravelry.com/patterns/library/melia,http://farm6.static.flickr.com/5121/5278461342_6eea08ea9b_m.jpg,Sweater,$5.00,112,1955
Ysolda Teague,Blank Canvas,http://www.ravelry.com/patterns/library/blank-canvas,http://farm9.static.flickr.com/8203/8243841021_bc88bde4b8_m.jpg,Sweater,$5.00,102,3160
Ysolda Teague,Cotton Reel Mittens,http://www.ravelry.com/patterns/library/cotton-reel-mittens,http://farm3.static.flickr.com/2618/4094228806_1fac2be053_m.jpg,Hands,$3.75,98,678
Ysolda Teague,Pear Drop,http://www.ravelry.com/patterns/library/pear-drop,http://farm8.static.flickr.com/7031/6689919049_f42404fbc6_m.jpg,Neck / Torso,$3.75,97,1167
Ysolda Teague,Nathaniel,http://www.ravelry.com/patterns/library/nathaniel,http://farm9.static.flickr.com/8142/7703498206_d2e2c080e9_m.jpg,Pillow,$3.75,93,301
Ysolda Teague,Matilda Jane,http://www.ravelry.com/patterns/library/matilda-jane,http://farm1.static.flickr.com/141/337607084_00292c9884_m.jpg,Sweater,$5.00,90,1699
Ysolda Teague,Skelf,http://www.ravelry.com/patterns/library/skelf,http://farm7.static.flickr.com/6026/6001535717_d14b05ba10_m.jpg,Sweater,$5.00,88,830
Ysolda Teague,Sherilyn,http://www.ravelry.com/patterns/library/sherilyn,http://farm9.static.flickr.com/8010/7703554782_7848b1f3af_m.jpg,Neck / Torso,$3.75,85,993
Ysolda Teague,Farinelli,http://www.ravelry.com/patterns/library/farinelli,http://images4.ravelrycache.com/uploads/needlesonfire/16948460/farinelli_z_500_small_best_fit.jpg,Hands,$6.00,82,1542
Ysolda Teague,Estella,http://www.ravelry.com/patterns/library/estella,http://farm2.static.flickr.com/1044/1342150242_9fff87fe3d_m.jpg,Hat,$3.75,73,382
Ysolda Teague,Almond Comfit,http://www.ravelry.com/patterns/library/almond-comfit,http://farm8.static.flickr.com/7001/6689899307_f173510544_m.jpg,Hat,$3.75,67,333
Ysolda Teague,Belle,http://www.ravelry.com/patterns/library/belle-2,http://farm3.static.flickr.com/2056/2050200659_18986d7757_m.jpg,Hat,Free,65,1267
Ysolda Teague,Oxidize,http://www.ravelry.com/patterns/library/oxidize,http://farm7.static.flickr.com/6220/6302904088_397f58b5ff_m.jpg,Hat,$3.75,63,599
Ysolda Teague,#06 Rapunzel Stockings,http://www.ravelry.com/patterns/library/06-rapunzel-stockings,http://farm4.static.flickr.com/3070/3049229584_a8c853e6e7_m.jpg,Feet / Legs,Free,51,1214
Ysolda Teague,wee mushrooms,http://www.ravelry.com/patterns/library/wee-mushrooms,http://farm3.static.flickr.com/2643/3854904925_569418362e_m.jpg,Softies,$1.00,43,507
Ysolda Teague,Heart & Sole,http://www.ravelry.com/patterns/library/heart--sole,http://farm4.static.flickr.com/3122/4042230175_e4b39af233_m.jpg,Feet / Legs,Free,42,23
Ysolda Teague,Narwhal Mittens,http://www.ravelry.com/patterns/library/narwhal-mittens,http://farm8.static.flickr.com/7154/6689763987_0cc5e8f9bc_m.jpg,Hands,$3.75,42,643
Ysolda Teague,Hendreary,http://www.ravelry.com/patterns/library/hendreary,http://farm8.static.flickr.com/7002/6689714831_28935fb3d3_m.jpg,Hat,$3.75,39,356
Ysolda Teague,Slip Stitch Beret,http://www.ravelry.com/patterns/library/slip-stitch-beret-3,http://images4.ravelrycache.com/uploads/JimmyBeansWool/104524475/Ysolda_Teague_small_best_fit.jpg,Hat,Free,31,549
Ysolda Teague,Through the Keyhole,http://www.ravelry.com/patterns/library/through-the-keyhole,http://images4-b.ravelrycache.com/uploads/juliafc/1379155/2726044282_0d36729fa6_o_small_best_fit.jpg,Sweater,$7.00,30,721
Ysolda Teague,Sherman,http://www.ravelry.com/patterns/library/sherman,http://farm8.static.flickr.com/7162/6689820863_b490338544_m.jpg,Feet / Legs,$3.75,28,275
Ysolda Teague,Vintage Buttons Gloves,http://www.ravelry.com/patterns/library/vintage-buttons-gloves,http://farm8.static.flickr.com/7155/6689856405_2a4b21b322_m.jpg,Hands,$3.75,28,858
Ysolda Teague,Roisin,http://www.ravelry.com/patterns/library/roisin,http://images4.ravelrycache.com/uploads/ysolda/74530776/roisin-1_rav_small.jpg,Neck / Torso,$3.75,26,521
Ysolda Teague,Sherbet Lemon,http://www.ravelry.com/patterns/library/sherbet-lemon,http://farm8.static.flickr.com/7003/6689913531_2f72e6eb75_m.jpg,Hands,$3.75,25,407
Ysolda Teague,Edinburgh Rock,http://www.ravelry.com/patterns/library/edinburgh-rock,http://farm8.static.flickr.com/7002/6689909773_338673c88b_m.jpg,Neck / Torso,$3.75,24,187
Ysolda Teague,Apocalypse Tree Hoodie,http://www.ravelry.com/patterns/library/apocalypse-tree-hoodie,http://farm1.static.flickr.com/163/337608202_21d8e30687_m.jpg,Sweater,Free,23,509
Ysolda Teague,Fiddler Mitts,http://www.ravelry.com/patterns/library/fiddler-mitts,http://images4.ravelrycache.com/uploads/LarissaBrown/63306874/mitts_small_best_fit.jpg,Hands,Free,21,525
Ysolda Teague,Stripy,http://www.ravelry.com/patterns/library/stripy-2,http://farm3.static.flickr.com/2392/1633035366_e87f7995ab_m.jpg,Sweater,Free,21,1705
Ysolda Teague,Trinket,http://www.ravelry.com/patterns/library/trinket-4,http://farm8.static.flickr.com/7030/6689843451_1740264ee2_m.jpg,Softies,$3.75,20,338
Ysolda Teague,Walnut Whip,http://www.ravelry.com/patterns/library/walnut-whip,http://farm8.static.flickr.com/7169/6689919793_6a6b0bc29c_m.jpg,Hat,$3.75,15,159
Ysolda Teague,Ariel,http://www.ravelry.com/patterns/library/ariel,http://farm3.static.flickr.com/2206/2470550593_8167db9e80_m.jpg,Tops,Free,10,59
Ysolda Teague,BFF Cowl,http://www.ravelry.com/patterns/library/bff-cowl,http://images4.ravelrycache.com/uploads/tinyowlknits/121027995/bffBEAUTY-1_small_best_fit.jpg,Neck / Torso,Free,730,3135
